case,dice,mean_conf_pred,max_prob,pred_vol_ml,arch,cohort
BLITS_002,0.1018,0.7922303080558777,0.9997498393058776,32523.0,swin,lits
BLITS_003,0.2379,0.8059845566749573,0.9999604225158693,150794.0,swin,lits
BLITS_004,0.6963,0.9258830547332764,0.9999243021011353,2818658.0,swin,lits
BLITS_005,0.3953,0.8055766820907593,0.999830961227417,638188.0,swin,lits
BLITS_006,0.1837,0.7489686012268066,0.99910306930542,412722.0,swin,lits
BLITS_007,0.5256,0.8062417507171631,0.9997654557228088,89683.0,swin,lits
BLITS_008,0.0001,0.67942875623703,0.9486324787139891,27085.0,swin,lits
BLITS_009,0.3933,0.7962515354156494,0.9998847246170044,9918.0,swin,lits
BLITS_010,0.3828,0.8727588057518005,0.9984176158905028,3588170.0,swin,lits
BLITS_011,0.0124,0.7158128023147583,0.987191081047058,313860.0,swin,lits
BLITS_012,0.0124,0.7559981942176819,0.9928370118141174,247653.0,swin,lits
BLITS_013,0.5497,0.8529446125030518,0.9999992847442628,167088.0,swin,lits
BLITS_014,0.0277,0.8005552887916565,0.9994986057281494,168360.0,swin,lits
BLITS_015,0.0453,0.6101068258285522,0.9312440156936646,10660.0,swin,lits
BLITS_016,0.3003,0.8385711312294006,0.9999853372573853,261007.0,swin,lits
BLITS_017,0.1613,0.7327526211738586,0.9966691136360168,323254.0,swin,lits
BLITS_018,0.3595,0.9035871624946594,0.9998458623886108,3942032.0,swin,lits
BLITS_019,0.7632,0.9164606928825378,0.999943733215332,621369.0,swin,lits
BLITS_020,0.0,0.7391089797019958,0.997730553150177,82829.0,swin,lits
BLITS_021,0.0003,0.7425356507301331,0.9973165392875672,489059.0,swin,lits
BLITS_022,0.0,0.796406090259552,0.9994673132896424,135208.0,swin,lits
BLITS_023,0.2802,0.8064886331558228,0.9998443126678468,273148.0,swin,lits
BLITS_024,0.4891,0.8829642534255981,0.9999593496322632,668096.0,swin,lits
BLITS_025,0.5985,0.9087292551994324,0.9999983310699464,146930.0,swin,lits
BLITS_026,0.0,0.8130937814712524,0.9991186261177064,105709.0,swin,lits
BLITS_027,0.0,0.794045090675354,0.9980353713035583,63557.0,swin,lits
BLITS_028,0.0,0.7740277647972107,0.9984812140464784,70930.0,swin,lits
BLITS_029,0.2635,0.8004990220069885,0.9999004602432252,1877585.0,swin,lits
BLITS_030,0.5052,0.8633407950401306,0.999793827533722,4776365.0,swin,lits
BLITS_031,0.0141,0.7631865739822388,0.994728982448578,298661.0,swin,lits
BLITS_032,0.7987,0.9266037344932556,0.9998505115509032,1611933.0,swin,lits
BLITS_033,0.0319,0.7549986243247986,0.993937849998474,88668.0,swin,lits
BLITS_034,0.0,0.7813836932182312,0.9993242025375366,159648.0,swin,lits
BLITS_035,0.6565,0.9197279214859008,0.9999752044677734,705077.0,swin,lits
BLITS_036,0.25,0.8261978626251221,0.9999905824661256,221647.0,swin,lits
BLITS_037,0.2411,0.8266087770462036,0.9999966621398926,40152.0,swin,lits
BLITS_038,0.0631,0.778315544128418,0.999322772026062,384238.0,swin,lits
BLITS_039,0.0,0.744004487991333,0.9907498955726624,159830.0,swin,lits
BLITS_040,0.0023,0.7408871650695801,0.996212601661682,190979.0,swin,lits
BLITS_041,0.0817,0.7877072095870972,0.9990130662918092,448991.0,swin,lits
BLITS_042,0.2791,0.8895195126533508,0.9998137354850768,53384.0,swin,lits
BLITS_043,0.1362,0.8371464610099792,0.9996206760406494,480241.0,swin,lits
BLITS_044,0.0,0.8005380034446716,0.9988282322883606,25262.0,swin,lits
BLITS_045,0.0,0.6698160171508789,0.967348575592041,7888.0,swin,lits
BLITS_046,0.1983,0.8655186891555786,0.999687433242798,92112.0,swin,lits
BLITS_047,0.4685,0.8524077534675598,0.9999620914459229,441128.0,swin,lits
