case,dice,mean_conf_pred,max_prob,pred_vol_ml,arch,cohort
BLITS_048,0.7167,0.9143350124359132,0.9999637603759766,171935.0,swin,lits
BLITS_049,0.0022,0.7754595875740051,0.9984840750694276,16465.0,swin,lits
BLITS_050,0.0,0.7081406712532043,0.9976813793182372,127441.0,swin,lits
BLITS_051,0.0173,0.7842621803283691,0.9999632835388184,85393.0,swin,lits
BLITS_052,0.0642,0.7326324582099915,0.9878058433532716,2393.0,swin,lits
BLITS_053,0.6134,0.8808150291442871,0.9998952150344848,293912.0,swin,lits
BLITS_054,0.0002,0.6774066686630249,0.9830037355422974,50530.0,swin,lits
BLITS_055,0.1228,0.7569284439086914,0.9976218342781068,12909.0,swin,lits
BLITS_056,0.0001,0.8213450908660889,0.9937587976455688,15896.0,swin,lits
BLITS_057,0.0019,0.6783781051635742,0.9528381824493408,8756.0,swin,lits
BLITS_058,0.6433,0.890842854976654,0.9996665716171264,2225086.0,swin,lits
BLITS_059,0.4791,0.8689888715744019,0.999934196472168,68172.0,swin,lits
BLITS_060,0.0,0.7706947922706604,0.9994329810142516,16423.0,swin,lits
BLITS_061,0.0,0.642977237701416,0.9497160315513612,172437.0,swin,lits
BLITS_062,0.2017,0.7560582160949707,0.9979169964790344,58753.0,swin,lits
BLITS_063,0.0273,0.7740567326545715,0.9972099661827089,171332.0,swin,lits
BLITS_064,0.0087,0.5917110443115234,0.7703784108161926,468.0,swin,lits
BLITS_065,0.8028,0.9291728138923644,0.9999762773513794,43520.0,swin,lits
BLITS_066,0.1625,0.8775977492332458,0.999997615814209,66948.0,swin,lits
BLITS_067,0.0,0.7840629816055298,0.9964134097099304,145202.0,swin,lits
BLITS_068,0.5822,0.8001543879508972,0.9952816367149352,4894.0,swin,lits
BLITS_069,0.6573,0.903490662574768,0.9999219179153442,229003.0,swin,lits
BLITS_070,0.3753,0.7958458662033081,0.9999886751174928,67176.0,swin,lits
BLITS_071,0.0821,0.7667316198348999,0.9991100430488586,22558.0,swin,lits
BLITS_072,0.0,0.7652933597564697,0.9983738660812378,15544.0,swin,lits
BLITS_073,0.0,0.7176388502120972,0.9958337545394896,85280.0,swin,lits
BLITS_074,0.696,0.7956134080886841,0.9989182949066162,288091.0,swin,lits
BLITS_075,0.095,0.6514755487442017,0.972908079624176,12142.0,swin,lits
BLITS_076,0.0,0.8678454756736755,0.9991390705108644,119369.0,swin,lits
BLITS_077,0.0,0.7540487051010132,0.9859092831611632,5807.0,swin,lits
BLITS_078,0.1978,0.7919440865516663,0.9995015859603882,252203.0,swin,lits
BLITS_079,0.1317,0.797206699848175,0.9999628067016602,160877.0,swin,lits
BLITS_080,0.2566,0.82377690076828,0.9999381303787231,16637.0,swin,lits
BLITS_081,0.0,0.678996741771698,0.9678993225097656,3921.0,swin,lits
BLITS_082,0.0011,0.8403696417808533,0.9998162388801576,62073.0,swin,lits
BLITS_083,0.8219,0.895656168460846,0.9994460940361024,226424.0,swin,lits
BLITS_084,0.0,0.6414404511451721,0.8550662994384766,4704.0,swin,lits
BLITS_085,0.1111,0.7976934909820557,0.9993904829025269,4456.0,swin,lits
BLITS_086,0.0,0.7873818874359131,0.9995121955871582,16023.0,swin,lits
BLITS_087,0.0254,0.7864788770675659,0.9969425797462464,229289.0,swin,lits
BLITS_088,0.0114,0.8705464601516724,0.9998859167099,46045.0,swin,lits
BLITS_089,0.1298,0.814033031463623,0.9999710321426392,399246.0,swin,lits
BLITS_090,0.4533,0.8261227011680603,0.9998260140419006,145133.0,swin,lits
BLITS_091,0.6383,0.8774431943893433,0.99997878074646,134973.0,swin,lits
BLITS_092,0.6325,0.9031698703765868,0.9999903440475464,44929.0,swin,lits
BLITS_093,0.0235,0.6923783421516418,0.9937100410461426,7850.0,swin,lits
BLITS_094,0.0,0.7640767693519592,0.9992606043815612,242226.0,swin,lits
BLITS_095,0.0086,0.7358489036560059,0.9985979199409484,49290.0,swin,lits
BLITS_096,0.6791,0.8887795209884644,0.9999704360961914,277473.0,swin,lits
BLITS_097,0.052,0.8254333138465881,0.9999934434890748,56699.0,swin,lits
BLITS_098,0.0393,0.783340573310852,0.994541347026825,132814.0,swin,lits
BLITS_099,0.3004,0.7473511099815369,0.9988927245140076,4985.0,swin,lits
BLITS_100,0.1066,0.8054051399230957,0.9999822378158568,317001.0,swin,lits
BLITS_101,0.8834,0.9524827003479004,0.999990463256836,97801.0,swin,lits
BLITS_102,0.0064,0.6627151966094971,0.928083598613739,8688.0,swin,lits
BLITS_103,0.681,0.8659940361976624,0.9998666048049928,240119.0,swin,lits
BLITS_104,0.0,0.6753078103065491,0.986966907978058,63332.0,swin,lits
BLITS_105,0.3332,0.8083164691925049,0.999869704246521,2335529.0,swin,lits
BLITS_106,0.0,0.7372507452964783,0.9954791069030762,170702.0,swin,lits
BLITS_107,0.0,0.7583146095275879,0.9982959628105164,79656.0,swin,lits
BLITS_108,0.5709,0.7911743521690369,0.998914122581482,346036.0,swin,lits
BLITS_109,0.1277,0.7998436689376831,0.9999839067459106,274448.0,swin,lits
BLITS_110,0.3252,0.8053236603736877,0.999968647956848,181883.0,swin,lits
BLITS_111,0.0013,0.6339380145072937,0.8617128133773804,16901.0,swin,lits
BLITS_112,0.2408,0.7862589359283447,0.9996929168701172,1215074.0,swin,lits
BLITS_113,0.1849,0.7647446393966675,0.9995335340499878,315202.0,swin,lits
BLITS_114,0.0,0.7528225779533386,0.9973374009132384,363012.0,swin,lits
BLITS_115,0.0734,0.7556206583976746,0.9999716281890868,450420.0,swin,lits
BLITS_116,0.4909,0.8688810467720032,0.9999200105667114,1918744.0,swin,lits
BLITS_117,0.7495,0.9133341312408448,0.9999675750732422,841875.0,swin,lits
BLITS_118,0.0,0.5709055066108704,0.7398455739021301,145.0,swin,lits
